summary,cover,storyline,id,screenshots
"A 2D metroidvania with an emphasis on close combat and exploration in which the player enters the once-prosperous now-bleak insect kingdom of Hallownest, travels through its various districts, meets friendly inhabitants, fights hostile ones and uncovers the kingdom's history while improving their combat abilities and movement arsenal by fighting bosses and accessing out-of-the-way areas.",//images.igdb.com/igdb/image/upload/t_thumb/co1rgi.jpg,,54f43444-dda8-4dde-8fab-2e78cd5f5be7,"[//images.igdb.com/igdb/image/upload/t_thumb/p3svrq6ewzxnn7p1a3v9.jpg, //images.igdb.com/igdb/image/upload/t_thumb/bkgxmg2m4h8wf5g9tblh.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ityinxmtkakwbokpcwws.jpg, //images.igdb.com/igdb/image/upload/t_thumb/a3f72xprqkfuqdmha5ks.jpg, //images.igdb.com/igdb/image/upload/t_thumb/q634ullxbvipm6q6mcq9.jpg]"
"This is an action game in which players assume the role of Jodie Holmes and her invisible companion ""Aiden"" through fifteen years of Jodie's life. From a third-person perspective, players control Jodie through fully interactive environments, choosing a variety of action-, dialogue-, and decision-paths based on on-screen prompts. Some choices can lead to depictions of violence: Jodie attacking assailants with punches, kicks, and various objects (e.g., tree branches and knives; impaling an enemy with a pipe). As the character Aiden, players solve puzzles, manipulate objects and attack (e.g., strangulation) Jodie's assailants. Players can also use Aiden to possess enemies and perform violent acts (e.g., shooting fellow SWAT members; crashing vehicles; performing self-inflicted gunshot wounds). Some of these sequences are accompanied by blood-splatter effects. In one cutscene, a bound character's eye is cut out during an interrogation—the act is obscured by a character's back. One prolonged bar sequence depicts three men attempting to rape a woman; players control Aiden and interact with objects to stop the assailants. Another sequence depicts a character propositioning a woman to perform fellatio. The game includes depictions of the central character drinking beer and smoking a marijuana in a party setting – screen distortion occurs during theses sequences. The words “f**k” and “sh*t” can be heard in the dialogue.",//images.igdb.com/igdb/image/upload/t_thumb/co2mps.jpg,"Experience the most striking moments throughout 15 years of Jodie’s life as she grows from a confused child into a crack CIA agent, and discovers who she really is. As she traverses the globe, Jodie will face incredible challenges set against a backdrop of emotionally-charged events never before seen in a video game. Create your own personal journey as your decisions and actions shape the course of the story.",dd1443bc-8783-4c34-8b8b-f373bd1435c0,"[//images.igdb.com/igdb/image/upload/t_thumb/hbwpvsmuj18ppdylxhiy.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sr4doxkazjewnfydlyzs.jpg, //images.igdb.com/igdb/image/upload/t_thumb/rv8r58wu4sotomv2cikb.jpg, //images.igdb.com/igdb/image/upload/t_thumb/q33qhqf1jq03h9smiqiz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/hysr2an87lv6dmd3qaws.jpg]"
"Super Mario World 2: Yoshi's Island is a platform video game acting as a prequel to 1990's Super Mario World. The game casts players as Yoshi as he escorts Baby Mario through 48 levels in order to reunite him with his brother Luigi, who had been kidnapped by Baby Bowser's minions. As a Super Mario series platformer, Yoshi runs and jumps to reach the end of the level while solving puzzles and collecting items. In a style new to the series, the game has a hand-drawn aesthetic and is the first to have Yoshi as its main character. The game introduces his signature abilities to flutter jump, produce eggs from swallowed enemies, and transform into vehicles.",//images.igdb.com/igdb/image/upload/t_thumb/co2kn9.jpg,"A stork carrying the infant Mario Brothers is attacked by Kamek the Magikoopa, who steals Baby Luigi and knocks Baby Mario out of the sky. Baby Mario lands on Yoshi's Island on the back of Yoshi himself. With the help of his seven other Yoshi friends, Yoshi must traverse the island to safely reunite Baby Mario with his brother and get the babies to their parents.",e519202d-15bb-4a78-b0ce-693d69c9b2e9,"[//images.igdb.com/igdb/image/upload/t_thumb/sc87fe.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87ff.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87fg.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87fh.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87fi.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87fj.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc87fk.jpg]"
"Saints Row: The Third is the first Saints Row game that takes place in the city of Steelport. Much like the first two games, the story revolves around the Saints destroying and absorbing three rival gangs, taking over the city in the process. In Saints Row: The Third, these three gangs are the Morningstar, the Luchadores, and the Deckers. Unlike the first two games, these three gangs are all controlled by a criminal organization known as The Syndicate, which the saints must also deal with.",//images.igdb.com/igdb/image/upload/t_thumb/co2634.jpg,"A while after the Ultor Corporation falls, the 3rd Street Saints have turned their street gang into a media empire, becoming icons and household names across the world, with their own energy drink, Japanese commercials, toys, a large fanbase, and a movie deal in the works. But when they attempt to rob a bank with actor Josh Birk, who is to play a Saint's member, their everyday routine takes an unlikely turn when the bank tellers unexpectedly start an all out gun war on the saints. The Saints attempt to airlift the vault out of the building, but when Birk foolishly sets off the alarm, it alerts the Stilwater P.D. and, after a large-scale firefight with police and S.W.A.T, the Saints are incarcerated.
In jail, Saints second-in-command Johnny Gat laments what the Saints have become, expressing disappointment at having strayed from their roots. At that point, an international criminal organization, called The Syndicate, bribes the police to release the Boss, Gat, and Shaundi. The three are forcibly taken to the Syndicate's leader Phillipe Loren, to try and negotiate a business plan with them aboard Loren's private jet. While in-flight, Loren tells them they will be allowed to live if they turn over 2/3 of the Saints' business in Stilwater. The Boss and Gat immediately reject this offer, and are able to fight their way out, with Gat commanding the plane back to Stilwater. The Boss and Shaundi use a parachute to escape the plane, but Gat is believed to be killed in the process.
Upon landing, the Boss and Shaundi find themselves in Steelport, the dystopian criminal city controlled by the Syndicate, a group of three gangs: The Morning Star, a gang with advanced technology equipment, controlled by Loren himself, the Luchadores, a Mexican gang lead by the killer wrestler Killbane, and the Deckers, a hacker-based gang led by Matt Miller. After calling Pierce Washington, the Boss's second-in-command, to Steelport, the Saints seize a Morning Star penthouse for their new headquarters, hijack a UAV from a military base, and begin attacking Morning Star's businesses, culminating with an attack on Syndicate Tower, Loren's headquarters, in which the Saints rescue Oleg Kirlov, an apparent superhuman and template for the Syndicate's Brute clones, and Loren is killed. When the Saints try to transport Gat's body to Stilwater for his funeral, Killbane, now leader of the Syndicate, leads an attack on them. The fight destroys Stilwater's Hughes Memorial Bridge in the process.
To retaliate, the player seeks out anti-Syndicate talent, recruiting Oleg as an enforcer, ex-FBI hacker Kinzie Kensington as an informant; Zimos, the oldest pimp in Steelport; and Angel de la Muerte, Killbane's vengeful former tag-team partner. They are later joined by Viola DeWynter after Killbane kills her twin sister Kiki out of rage due to a failed assassination attempt on the Boss. Her defection, however, coincides with the arrival of the paramilitary S.T.A.G. (Special Tactical Anti-Gang) forces in Steelport, created by Senator Monica Hughes after the destruction of the bridge to end gang violence once and for all. The Saints take on STAG regardless, resulting in Steelport going under martial law, whilst also dealing with the Syndicate.
After providing Kinzie with the appropriate technology, the player enters the Deckers mainframe, defeating Deckers leader Matt Miller's avatar in a virtual reality fight and driving him and most of the Deckers out of town. At Angel's insistence, the player opts to take on Killbane by killing the other contestants in his Murderbrawl XXXI pay-per-view to gain entrance, and then, with Angel's help, defeating Killbane in Murderbrawl with the option to unmask or spare him. Following his humiliating defeat, an enraged Killbane responds by instigating several attacks on the Saints and STAG throughout Steelport to cause chaos.
Whilst quelling the fighting between the Luchadores and STAG, the Boss is simultaneously informed that Killbane is escaping the city while STAG second-in-command Kia is holding Shaundi, Viola, and Mayor Burt Reynolds hostage at a Steelport monument rigged to blow to frame the Saints. The Boss kills Kia and saves Shaundi and the others, the Saints are hailed as heroes for saving the monument and STAG pulls out of Steelport with the threat that they will be back. The Boss tracks Killbane down to Mars and kill him in what is ultimately revealed to be a scene from the Saints sci-fi film Gangstas in Space, which the Boss and several members are acting in.
An alternate, non-canonical ending plays out should the player opt to eliminate Killbane. In which the destruction of the monument is used as a pretext by STAG to attack Steelport with the airborne aircraft carrier Daedalus. The Boss destroys the Daedalus, killing STAG leader Cyrus Temple in the process, and declares Steelport an independent city-state under the Saints' control, with Pierce taking charge as mayor, and the Boss as the ultimate leader.",08b88357-179c-49d0-9716-352d34f68ba3,"[//images.igdb.com/igdb/image/upload/t_thumb/prqtplpoqkgr39cy6ggz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qhtcacbltfldgpidbb1v.jpg, //images.igdb.com/igdb/image/upload/t_thumb/mb89w8mmino3j3vbdtce.jpg, //images.igdb.com/igdb/image/upload/t_thumb/yfafdfzpek8n4ndzaelh.jpg, //images.igdb.com/igdb/image/upload/t_thumb/vjmljavntv1nkyewfclp.jpg]"
"Become the Master Assassin in an intense spy-thriller story. As Agent 47, you perform contract hits on powerful, high-profile targets in exotic locations around the world. Gameplay focuses on taking out targets in huge and intricate sandbox levels with complete freedom of approach. Where to go, when to strike and who to kill – it is all up to you.

HITMAN is an expanding and evolving world of assassination. The experience began with a Prologue and Paris location in March, continued with Episode 2: Sapienza in April, Episode 3: Marrakesh in May, the Summer Bonus Episode in July, Episode 4: Bangkok in August and Episode 5: Colorado in September. The season finale in Hokkaido, Japan arrived on October 31st.

HITMAN also features a major live component, which is made up of Elusive Targets, Escalation Contracts, Community-inspired Challenge Packs and Contracts Mode.

An Elusive Target is the closest thing to the Hitman fantasy that we’ve ever created. These targets will be custom-created characters that are added to existing locations and are only there for a limited time in real-time. You’ll only have one chance to take them down. If they escape, they are gone for good. If you kill them, that’s the way that you killed them. There are no do-overs and no second chances. When an Elusive Target leaves the game world (one way or another) they never return.

Escalation Mode is something else completely new for HITMAN and was created as a way to regularly provide a fresh challenge to players. You’ll need to master the location as well as the gameplay mechanics to complete a hit that will escalate in difficulty by adding new elements. This mode has a strong focus on having fun with the game mechanics and mixing them up. It’s more about being playful than realistic.

Contracts Mode returns from Hitman Absolution; Play-to-create, mark your own targets, choose how to kill them and compete against your friends. We will also pick the best of the bunch and put them in the Featured Contracts list so you’ve got something fresh to play whenever you load up the game.",//images.igdb.com/igdb/image/upload/t_thumb/co2fgr.jpg,,0d61b55f-484c-4804-ae31-0c5e0e8483a8,"[//images.igdb.com/igdb/image/upload/t_thumb/icnpvwqyluerew4gp8rq.jpg, //images.igdb.com/igdb/image/upload/t_thumb/txllhgavjqj2xx1ofnv7.jpg, //images.igdb.com/igdb/image/upload/t_thumb/o16ahdv5mh6m7pj2kb58.jpg, //images.igdb.com/igdb/image/upload/t_thumb/yoajlocjgpsuiipkfc0k.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ucxbn9xfxcyvml9z54xp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8iov.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8iow.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc8iox.jpg]"
"Unleash your imagination and create a unique world of Sims that's an expression of you! Explore and customize every detail from Sims to homes, and much more with The Sims 4. Life, and Sims, are yours to control. Customize your unique Sims, design their homes & take them on wild adventures through celebdom, romance, holidays and more.",//images.igdb.com/igdb/image/upload/t_thumb/co3h3l.jpg,"Choose how Sims look, act, and dress. Determine how they’ll live out each day. Design and build incredible homes for every family, then decorate with your favorite furnishings and décor. Travel to different neighborhoods where you can meet other Sims and learn about their lives. Discover beautiful locations with distinctive environments, and go on spontaneous adventures. Manage the ups and downs of Sims’ everyday lives and see what happens when you play out realistic or fantastical scenarios. Tell your stories your way while developing relationships, pursuing careers and life aspirations, and immersing yourself in an extraordinary game where the possibilities are endless.",0324585e-26a6-4f66-986f-5957eae92431,"[//images.igdb.com/igdb/image/upload/t_thumb/brhwral2d6krnze3gllg.jpg, //images.igdb.com/igdb/image/upload/t_thumb/pneosk2tq2m9iocckrji.jpg, //images.igdb.com/igdb/image/upload/t_thumb/o6rpd1nraxp3uw9us3qe.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wtx5s2uilqiajechlwjk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/mmleyi504ioefaxytjmu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scbtbl.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scbtbn.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scbtbo.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scbtbp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scbtf1.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scbtf2.jpg, //images.igdb.com/igdb/image/upload/t_thumb/scbtf3.jpg]"
"Shovel Knight is a sweeping classic action adventure game with awesome gameplay, memorable characters, and an 8-bit retro aesthetic. It's a hot mashup of new and old! You play as the eponymous Shovel Knight, a small knight with a huge quest. Shovel Knight has come to this land with two goals: to defeat the evil Enchantress and quest for his lost beloved. He wields a Shovel Blade: a multipurpose weapon whose techniques have now been lost to the ages. Always honest and helpful, Shovel Knight is a shining example of the code of Shovelry: Slash Mercilessly and Dig Tirelessly! 
 
But, between Shovel Knight and his beloved stands a cadre of villainous knights. These terrible foes, known as The Order of No Quarter, have been dispatched to prevent Shovel Knight from reaching the Enchantress, and will pursue their mission at any cost. If you love games with perfect platforming, beautiful art, infectious music, crazy bosses, humor and levity, and real heart… Shovel Knight is for you!",//images.igdb.com/igdb/image/upload/t_thumb/co1p9i.jpg,,dfb43c66-ae49-4594-8f74-665bfdb95bbe,"[//images.igdb.com/igdb/image/upload/t_thumb/s7dqmmyppgfphyasdbuj.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sciinqzcyrhdkjsd8wkd.jpg, //images.igdb.com/igdb/image/upload/t_thumb/outycdkalqornawemrt8.jpg, //images.igdb.com/igdb/image/upload/t_thumb/uauilutxjdxhdnx1hvs6.jpg, //images.igdb.com/igdb/image/upload/t_thumb/x5cwsuqveb8lrqg33ulq.jpg, //images.igdb.com/igdb/image/upload/t_thumb/q13dt2sycxgebh79av01.jpg, //images.igdb.com/igdb/image/upload/t_thumb/fa8kfkg4temt3pi8vb6w.jpg, //images.igdb.com/igdb/image/upload/t_thumb/k331lnh5fbe9exxrug7s.jpg, //images.igdb.com/igdb/image/upload/t_thumb/nyuhuhv2wbxelyrclqln.jpg, //images.igdb.com/igdb/image/upload/t_thumb/u1xp8rutziw8wvnpdhds.jpg, //images.igdb.com/igdb/image/upload/t_thumb/aiobkf0h0plvavogv8j4.jpg, //images.igdb.com/igdb/image/upload/t_thumb/yxglg6uo4rkskd7fm5mn.jpg]"
"Amnesia: The Dark Descent is a survival horror video game by Frictional Games. The game features a protagonist named Daniel exploring a dark and foreboding castle, while trying to maintain his sanity by avoiding monsters and other terrifying obstructions. The game was critically well received.",//images.igdb.com/igdb/image/upload/t_thumb/co1qq5.jpg,"The game, set in 1839, casts the player in the role of Daniel, a young man from London, who awakens in the dark halls of Prussian Brennenburg Castle with little to no memory about himself or his past. All he can remember is his name, that he lives in Mayfair and that something is hunting him. Shortly after waking, Daniel finds a note written by himself that explains how he purposely made himself forget his past, because he couldn't handle losing his innocence, so he wanted to forget it all. The note urges Daniel to descend into the castle's Inner Sanctum and murder a man named Alexander , the baron of the castle. The note gives a final warning that a ""living nightmare"" is chasing him, and Daniel must escape it for as long as he can because there is no way to fight back.",f0eb35a9-a90e-409e-a43f-c6821ddda7a8,"[//images.igdb.com/igdb/image/upload/t_thumb/l2d3w5bt2mfpwxp84xs0.jpg, //images.igdb.com/igdb/image/upload/t_thumb/cwjli17pk0x9qk4af1dc.jpg, //images.igdb.com/igdb/image/upload/t_thumb/xvuh525qyxihrn8bnru0.jpg, //images.igdb.com/igdb/image/upload/t_thumb/gyyicpkwuffdypssnuc2.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wad51g1rxhpwmkmbzyoi.jpg]"
"Battlefield: Bad Company 2 brings the award-winning Battlefield gameplay to the forefront of PC gaming with best-in-class vehicular combat and unexpected ""Battlefield moments.""

New vehicles like the ATV and a transport helicopter allow for all-new multiplayer tactics on the Battlefield. With the Frostbite-enabled Destruction 2.0 system, you can take down entire buildings and create your own fire points by blasting holes through cover. You can also compete in four-player teams in two squad-only game modes, fighting together to unlock exclusive awards and achievements.

Battles are set across expansive maps, each with a different tactical focus. The game also sees the return of the B Company squad in a more mature single-player campaign.",//images.igdb.com/igdb/image/upload/t_thumb/co1xbi.jpg,,a4109274-7f17-4711-88c3-cdfacb8c0dbd,"[//images.igdb.com/igdb/image/upload/t_thumb/c40nkv3tgopkrilogspu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ozctwkanstminjxjk88d.jpg, //images.igdb.com/igdb/image/upload/t_thumb/vwz16porcwbakzekm13u.jpg, //images.igdb.com/igdb/image/upload/t_thumb/ompnmxqdeglfwypi1mog.jpg, //images.igdb.com/igdb/image/upload/t_thumb/w4chokx3ztoqruf0upbs.jpg]"
"Wannabe pirate Guybrush Threepwood, and the now zombie pirate LeChuck, return in what has long been considered one of the greatest LucasArts adventure games of all time.

Having seemingly defeated the evil ghost pirate LeChuck in his first adventure, Guybrush Threepwood sets his sights on the legendary treasure of Big Whoop. But wait, LeChuck is now back in zombie form and he's out for revenge. Guybrush will have to use his wits, his humor and his insatiable desire for adventure to defeat his nemesis once and for all and truly prove himself the greatest pirate in the Caribbean. Voodoo dolls, spitting contests and amusement parks are just some of the challenges Guybrush must overcome as he meets old friends, fights new enemies and uses every ounce of his mojo to overcome the wrath of LeChuck's revenge.",//images.igdb.com/igdb/image/upload/t_thumb/co30yr.jpg,,725ec6c5-a2cb-49a8-a816-588e005deee0,"[//images.igdb.com/igdb/image/upload/t_thumb/z08qtiav6kgohk4n77p5.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wk53uqnzusgfj04slxm6.jpg]"
"Bungie has emphasized that the universe of Destiny will be ""alive"". Events may happen in-game that are not necessarily controlled or planned by the developer, which will help to create a dynamic developing experience for Bungie and a dynamic playing experience for gamers. The game's style has been described a first-person shooter that will incorporate massively multiplayer online game (MMO) elements, but Bungie has avoided defining Destiny as a traditional MMO game. Instead, the game has been referred to as a ""shared-world shooter,"" as it lacks many of the characteristics of a traditional MMO game. For instance, rather than players being able to see and interact with all other players in the game or on a particular server—as is the case in many conventional MMO games—Destiny will include on-the-fly matchmaking that will allow players to see and interact only with other players with whom they are ""matched"" by the game.
Destiny will incorporate a new game engine that allows global illuminations and real-time dynamic lighting to occur together. An innovation in Bungie's ""hopper"" technology, which has been the backbone for Halo's matchmaking system, will allow better player matchmaking in order to create a more natural experience in either cooperative or competitive multiplayer modes.",//images.igdb.com/igdb/image/upload/t_thumb/co1rco.jpg,"Setting
Destiny is set in the distant future, after an event referred to as the Collapse ended the Golden Age that was started by the discovery of The Traveler, and pushed humanity to the brink of extinction. The force responsible for the Collapse is known as The Darkness, and indirectly acts as the primary antagonist. Battles against the forces of The Darkness are fought at various locations throughout the Solar System.

Plot
The game begins with the player's Ghost resurrecting them as a Guardian, after having been dead for an unknown length of time. The Guardian is quickly forced to fight Fallen who have inhabited the ruins of the nearby Cosmodrome in Old Russia. The Guardian, with the aid of their Ghost, is able to secure a jumpship and escape to The Tower that houses the Guardians on The City border.

After being outfitted and introduced to the Vanguard, and Gunsmith, the duo learn from Amanda Holliday that their Arcadia Class Jumpship is missing its Warp Drive, a component necessary for interplanetary travel. Due to the scarcity of the part and flyable jumpships in general, the Guardian is forced to return to where they found the ship in an attempt to find the part.",ba155bf5-8240-4bd9-8c55-f6598f7bd6f0,"[//images.igdb.com/igdb/image/upload/t_thumb/fva4jrbuuw2ejijtsoj8.jpg, //images.igdb.com/igdb/image/upload/t_thumb/s25pfzjhkybwjsoy6qgi.jpg, //images.igdb.com/igdb/image/upload/t_thumb/vnvmzlecqpkvftprasv7.jpg, //images.igdb.com/igdb/image/upload/t_thumb/juj7w8dsnbwdpyq0ntm4.jpg, //images.igdb.com/igdb/image/upload/t_thumb/zgxik2xssyvvqtqxmp9y.jpg]"
"From the critically acclaimed developer, Naughty Dog, comes the first standalone adventure in the Uncharted series. Fan-favorite character, Chloe Frazer, must enlist the aid of renowned mercenary Nadine Ross from Uncharted 4: A Thief’s End in order to recover a fabled ancient Indian artifact and keep it out of the hands of a ruthless war profiteer. Together, they’ll venture deep into the mountains of India in search of the legendary artifact. Along the way, they’ll learn to work together to unearth the mystery of the artifact, fight their way through fierce opposition, and prevent the region from falling into chaos.",//images.igdb.com/igdb/image/upload/t_thumb/co1tp9.jpg,,886a65c7-840c-4035-8a32-795418802ce2,"[//images.igdb.com/igdb/image/upload/t_thumb/elkqgnmjz6vg4sxy1dwt.jpg, //images.igdb.com/igdb/image/upload/t_thumb/md682gvogukxezjblvx9.jpg, //images.igdb.com/igdb/image/upload/t_thumb/o2emakhikckycvr6lf28.jpg, //images.igdb.com/igdb/image/upload/t_thumb/pt8at6qekuxyvibtbnop.jpg, //images.igdb.com/igdb/image/upload/t_thumb/poxcyzlwrqiwalhgj3xx.jpg, //images.igdb.com/igdb/image/upload/t_thumb/le5gad55bdbstxv4qipz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/v2bvkazlfe8fcttuxqxu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sqc8xxlqbgwzdbqc0yq3.jpg, //images.igdb.com/igdb/image/upload/t_thumb/d5d4slcpthixwidxbt1g.jpg, //images.igdb.com/igdb/image/upload/t_thumb/eztfs8h9kmt2nplmecyp.jpg, //images.igdb.com/igdb/image/upload/t_thumb/rweahyc6o5ybxm9tvn3s.jpg, //images.igdb.com/igdb/image/upload/t_thumb/wo04aksys5e0xdqcaao6.jpg]"
"Immerse yourself in Little Nightmares, a dark whimsical tale that will confront you with your childhood fears! Help Six escape The Maw – a vast, mysterious vessel inhabited by corrupted souls looking for their next meal. As you progress on your journey, explore the most disturbing dollhouse offering a prison to escape from and a playground full of secrets to discover. Reconnect with your inner child to unleash your imagination and find the way out!",//images.igdb.com/igdb/image/upload/t_thumb/co1rdi.jpg,Hunger is an adventure-suspense game about a girl named Six and her attempts to escape the strange world of The Maw.,9d62a3e7-2ee5-4fef-ae56-a36b0fa3350d,"[//images.igdb.com/igdb/image/upload/t_thumb/ii28sx5s46u1ttrhrsvf.jpg, //images.igdb.com/igdb/image/upload/t_thumb/cwrnfnivyezmxjai56lg.jpg, //images.igdb.com/igdb/image/upload/t_thumb/cbpjwf2fcbibhlsebduz.jpg, //images.igdb.com/igdb/image/upload/t_thumb/qeksqmv6lzgltbrzxbrk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/y6eqlqxpupd4hyilwkpi.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc5j94.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc5j95.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc5j96.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc5j97.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc5j98.jpg]"
"The story continues where Diablo II ended. Two of the Three Prime Evils, Mephisto and Diablo, have been defeated and their Soulstones have been destroyed, preventing their return. However, the narrator Marius was tricked into surrendering the last Soulstone to a false Archangel Tyrael which was revealed to be Baal, the third brother and the very last remaining Prime Evil. Marius was subsequently murdered.",//images.igdb.com/igdb/image/upload/t_thumb/co3gfn.jpg,"Baal is leading an invasion against the northern barbarian lands. His first attack, against the city of Sescheron, capital city of the Barbarian homelands, leads to the stage where Diablo II: Lord of Destruction is set: Harrogath. Situated at the base of Mount Arreat, it is home to the humans who are sworn protectors of the mountain. Baal is currently besieging the city and destroying any settlements along the way towards the mountain's summit.

Baal, the Lord of Destruction, is seeking the Worldstone, a massive crystal rock of great energies, built to prevent the High Heavens and Burning Hells from consuming the mortal realm completely into their respective folds. It is the source of all the Soulstones and their powers, so Baal wishes to obtain it, corrupt it and complete his brothers' plan to conquer the mortal realm and use it as a staging area to besiege the Heavens in the endless war between the two.",d64f8e92-3a51-4f72-a01c-b892c5537b3d,"[//images.igdb.com/igdb/image/upload/t_thumb/u4dsjjjgneqxqug0krwe.jpg, //images.igdb.com/igdb/image/upload/t_thumb/vdtrupxiet21znw0jmo4.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc81zi.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc81zj.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc81zk.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc81zl.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc81zm.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc81zn.jpg, //images.igdb.com/igdb/image/upload/t_thumb/sc81zo.jpg]"
"A first- and third-person Western RPG based on the Vampire: The Masquerade tabletop RPG with a heavy emphasis on character building and role-playing, in which the player embodies a fledgling vampire under the guidance of vampire prince Sebastian LaCroix. The player must serve the prince while getting to know the various factions of vampires in Los Angeles and forming their own political views.",//images.igdb.com/igdb/image/upload/t_thumb/co2n14.jpg,"The game plunges players into the dark and gritty vampire underworld of modern-day L.A. as a creature of the night. Players will develop their character's powers, interact with other characters and embark on story-driven quests as they battle mortals and other vampires with an incredible array of vampire powers and weapons.",53deffa2-507f-44b9-8873-6048a676748a,"[//images.igdb.com/igdb/image/upload/t_thumb/uhvnbk4ffkascq1gjl8s.jpg, //images.igdb.com/igdb/image/upload/t_thumb/mwbjpavj9vlj72gferdu.jpg, //images.igdb.com/igdb/image/upload/t_thumb/h0vzqwuqnmepah8ifkoo.jpg, //images.igdb.com/igdb/image/upload/t_thumb/iw7i5qtyrkpvd86zwihr.jpg, //images.igdb.com/igdb/image/upload/t_thumb/touscumdyispwjwgvp9g.jpg]"
